,Activity Name (TO CHANGE TO ACTIVITY CODE),Failure Mode,Activity Description,Freq Numeral,Freq Literal,Note on Trigger Condition,Activity Type,Activity Procedure Recommended Action,Trade,Wrench Time (H),Asset Offline?,Resources,Applies to Class,Applies to Product-Line,Comments,More Specific Activity Child,More General Activity Parent,Parent ID,Act ID
233,Backflow Preventer: Report,,"Generate the inspection report as per CSA B64.10-17, Section: 4.3.1.",,As Per Activity,,Generate,The results shall be reported on the form appropriate for the types of backflow preventer and procedure. ,,,,,,,,,,,896e8fd701b54fe89508585b6eb50d97
234,Backflow Preventer: Inspection,,"Inspect the backflow preventer as per AWWA Backflow Prevention and Cross-Connection Control, Section: ",,,,Inspect,Refer to the AWWA Backflow Prevention and Cross-Connection Control for details,,,,,,,,,,,dd1bb8dc367842fcac2cb066ddec49f2
235,Backflow Preventer: Field Test,,"Perform the field test of the backflow preventer as per CSA B64.10-17, Section: 8",,As Per Usage,,Inspect,"8 Field test requirements and pass/fail criteria
Notes:
1) Recommended field test procedures are provided in Annex A.
2) For the purposes of this Clause, the term ""stabilized"" means that the gouge reading can be fluctuating but not descending.
8.1 PVB devices
8.1.1 General 
To be recorded as ""passed"", a PVB device shall comply with the requirements of Clauses 8.1.2, 8.1.3, and 8.1.4. If ""failed"" is recorded in one or more of these tests, the PVB device shall be recorded as ""failed"". The test results shall be recorded as specified in Clause 4.3.1 (see Table 1).
8.1.2 Air inlet valve
8.1.2.1 Requirements
The air inlet valve shall begin to open when the internal pressure in the PVB device is at least 6.9 kPa higher than atmospheric pressure and shall be fully open when the water drains from the PVB device.
8.1.2.2
Pass/fail criteria if the air inlet valve begins to open when the internal pressure in the PVB device is at least 6.9 kPa higher than atmospheric pressure and is fully open when the water drains from the PVB device, the test shall be recorded as ""opened/passed"".
if one or both requirements are not met, the test shall be recorded as ""failed to open/failed"".
8.1.3 Check valve
8.1.3.1 Requirements The check valve shall close tight for a minimum period of 2 min or until the gauge reading stabilizes, in the direction of flow, when the inlet pressure is at least 6.9 kPa higher than the outlet pressure.
8.1.3.2 Pass/fail criteria If the check valve closes tight for a minimum period of 2 min or until the gauge reading stabilizes, in the direction of flow, when the inlet pressure is at least 6.9 kPa higher than the outlet pressure, the test shall be recorded as ""closed tight/passed"".
if the check valve does not close tight for a minimum period of 2 min or until the gauge reading stabilizes, the test shall be recorded as ""leaked/failed"".
8.1.4 Static line pressure
8.1.4.1 Requirements The static inlet line pressure shall be measured at the time of the test and recorded on the test report form.
8.1.4.2 Pass/fail criteria if the static inlet line pressure at the time of testing is a) recorded on the test report form, the test shall be recorded as ""passed""; and b) not recorded on the test report form, the test shall be recorded as ""failed"".

",,,,,,,,,,,ed36b2eec4d3460ea9637aef7c6b7151
236,Gaseous Fuel Handling,,"Perform maintenance of an appliance, equipment, a work or any other thing employed in the handling or use of gas as per Ontario Regulation 212/01, Section: 15",,As Per Usage,,Inspect,"O.Reg 212
Duty to maintain safe operating condition
15. An owner or user of an appliance, equipment, a work or any other thing employed in the handling or use of gas shall ensure that the appliance, equipment, work or thing employed in the handling or use of gas is maintained in a safe operating condition. O. Reg. 212/01, s. 15",,,,,,,,,,,b3e6d36e85664fb2beb934844fd35f10
237,Gaseous Fuel Handling Valve: Inspection Frequency,,"Gaseous fuel handling valve should be inspected as perCSA B149.6-20, Section: 13.1.2.",,,,,"Gaseous fuel handling valve should be inspected as perCSA B149.6-20, Section: 13.1.2.",,,,,,,,,,,af916491155e4ba2b475eae4c7680492
238,Pressure/Vacuum Relief Valve,,"Perform the inspection of pressure/vacuum relief valve as per CSA B149.6-20, Section: 13.7",,As Per Activity,,,"13.7 Pressure/vacuum-relief valve protective housing maintenance
Regularly scheduled inspections shall be made of each housing containing pressure-limiting equipment or relief devices to determine whether the housing is in good physical condition and adequately vented. The condition of the housing access openings shall be examined to ensure that they do not present a safety hazard.",,,,,,,,,,,5b3aeda3a7cb4e75ba683d79df04fa2b
239,Automated External Defibrillator (AED),,Perform the inspection of Automated External Defibrillator (AED) as per ,,Pre First Use,,Inspect,"AED Cabinet Monthly Inspection
- Verify responder kit and AED are in good working order by using attached checklist
- Record checklist items at: https://toronto.trackmyaed.ca/
- After record is entered, close work order
- Report all missing and/or damaged equipment to 416-392-3491


For AED inspect the below:
1) Cabinet alarm sounds when door opened/activated
2) AED readiness indicator displayed
→ ZOLL AED Plus – Green check mark
→ PHILIPS - Flashing green light with no audible chirp
→ MEDTRONIC -”OK” with no service/maintenance icon present
3) Electrodes within expiration date and installed in AED
4) Spare electrodes (within expiration date) in AED carrying case
5) AED responder kit attached to AED
B. Responder kit includes:
1) Pocket face mask or shield (1)
2) Disposable gloves (2 pairs)
3) Rake razor (1)
4) Small garbage bag (1)
5) Scissors (1)
6) Towel (1)
7) Hand Cleaner (1)
8) Security seal for responder kit (optional)",,,,,,,,,,,f67a5f5c18bf463c9d10e1ae7ca7fd91
240,Man Lift: Annual Inspection,,"Perform the inspection of the man lift as per CSA B354.1-04, Section: 5.3.4.",1.0,Year,,Inspect,"Annual inspection shall be performed by a qualified person. Items to be inspected shall include, but not limited to, the following:
(a) outrigger and outrigger housing (boxes), including the condition and torque of the ring gear bolts;
(b) platform rotating, elevating, and levelling mechanisms;
(c) main turret rotating mechanism, including the condition and torgue of the ring geat bolts;
(d) brakes
(e) all tie down points
(f) boom section, pins, cylder rod ends, and levelling devices;
(g) switches for wiring and all electrical connections;
(h) manufacturer's outstanding safety bulletins;
(i) other items as specified by the manufacturer",,,,,,,,,,,6658820b2c29433f9fbedf65025e0989
241,Man Lift: 200 Hr Inspection,,"Perform the inspection of the man lift as per CSA B354.1-04, Section: 5.3.3",200.0,Metered Cycle,,Inspect,"5.3.3 Periodic inspection This inspection shall be performed after 200 h of use or after a period recommended by the manufacturer, whichever comes first. The interval between inspections may vary depending on the aerial platform's activity, severity of use, and the working environment. Periodic inspections shall be performed by a qualified person. This inspection shall include the requirements of Clause 5.3.2 and items that shall include, but not be limited to, the following: 
(a) loose bolts, nuts, and pins;
(b) hydraulic oil filter for cracks and leaks, metal chips or pieces on the filter that may denote failure in the pumps, motors, or cylinder, evidence of rubber particles on the filter element that may indicate deterioration of hose, 0-ring, or other rubber components;
(c) fuel filter for function;
(d) fan belts for adjustment and excessive wear;
(e) hydraulic hoses for cracks, leaks, and blistering, and evidence of excessive abrasion on all flexible and rigid hoses; (
f) hydraulic pumps and motors for cracks or leaks, leaks at joints, seal leaks, loss of operating speed, excessive heating of fluid, and loss of pressure;
(g) hydraulic cylinders for drifting caused by fluid leak across the holding valve or the piston, rod seal leakage, scored and nicked cylinder rods, dented barrel, and unusual noises or vibration;
(h) all control mechanisms for wear and response time;
(i) interlocks, slope warning system, and limit switches;
(j) all chain and cable mechanisms for adjustment ",,,,,,,,,,,109846bd5294440caf8342cdeb73fc02
242,Personal Gas Meter: Bump test,,Perform the bump test as per the manufacturer guidelines. ,,Pre-use,,Test,Perform the bump test as per the guidelines in the manufacturer. ,,,,,,,,,,,fd478df46883421ca90bf33e4ac91cc7
243,First Aid Station,,"Perform the inspection of the first aid station as per Ontario Regulation 1101/90, Section: 1.6 ",3.0,Month,,,"1.6.
Employers shall inspect first aid boxes and their contents at not less than quarter-yearly intervals and shall mark the inspection card for each box with the date of the most recent inspection and the signature of the person making the inspection.  R.R.O. 1990, Reg. 1101, s. 6.",,,,,,,,,,,c8053578c4e34845998a2ff4ab6ee7d6
244,Confined Space,,Perform safety steps when working in or around confined spaces as per SP 09. ,,Pre-use,,,"Perform safety steps when working in or around confined spaces as per SP09. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space.pdf
",,,,,,,,,,,df337da4fbe147128cdd807aff13c6db
245,Confined Space: Entry Permit Form,,Complete the confined space entry permit form SP 09a. ,,Pre-use,,,"Complete the confined space entry permit form SP09a. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-entry-permit.pdf",,,,,,,,,,,759d8e9429b34790b771de7162722a60
246,Confined Space: Space Entry Control & Rescue Plan,,Ensure that the space entry control & rescue plan is developed as per SP 09b. ,,Pre-use,,,"Ensure that the space entry control & rescue plan is developed as per SP09b. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-rescue-plan.pdf",,,,,,,,,,,444709ac525c4d96bc498625e24bc5a7
247,Confined Space: Multi-Employer,,Completed the confined space multi-employer coordination form when more than one employer performs work or related work with respect to the same confined space; form SP 09c.,,Pre-use,,,"This form is required when as part of a Confined Space entry more than one employer
performs work or related work with respect to the same confined space.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-coordination-form.pdf",,,,,,,,,,,63d3f6457c5e4ed1a764d3621a183141
248,Confined Space: Entry Record Sheet,,Complete the confined space permit supplementary crew & atmospheric record sheet SP 09d. ,,As Per Usage,,,"A record is required for every entry and re-entry following a formal-exit. A formal-exist is when an entrant comes out of the space unless it's a minor momentary exit related to the work, <15-minutes & within <30' of the space, and an Attendant is engaged in Attendant duties. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/supplementary-crew-record-sheet.pdf",,,,,,,,,,,1dd8e8733dc84ad59d45a81d32be724a
249,Portable Gas Detection Equipment,,Perform an inspection of the personal gas meter (detector) to ensure it is in good working condition as per SP 10. ,,Pre-use,,,"Perform an inspection of the personal gas meter (detector) to ensure it is in good working condition as per SP 10. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/gas-detection-equipment.pdf",,,,,,,,,,,5a3383a845d541d8a11a5e21fe3527af
250,Portable Gas Detection Equipment: Test Record,,Complete the form when gas monitoring is performed but a Confined Space Permit is not required.,,Pre-use,,,"Complete the form when gas monitoring is performed but a Confined Space Permit is not required. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/atmospheric-test-record.pdf",,,,,,,,,,,bc784126226b4cfb8b35e9d998c80ffd
251,Fire Extinguisher Use & Inspection,,Refer to SP 29 to perform inspection of the portable fire extinguisher and for guidelines on type & use of the portable fire extinguishers. ,,Pre-use,,,"Refer to SP 29 to perform inspection of the portable fire extinguisher and for guidelines on type & use of the portable fire extinguishers. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/fire-extinguisher-use-inspection-procedure.pdf",,,,,,,,,,,ab50421fbf16406392ae884d42b2b1e1
252,Rigging & Lifting Device,,Check for the minimum requirements for the safe operation of the rigging and lifting device in an industrial establishment as per SP 20.,,Pre-use,,Check,"Check for the minimum requirements for the safe operation of the rigging and lifting device in an industrial establishment as per SP 20.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/rigging-lifting-devices.pdf",,,,,,,,,,,546a94ea79324d0191d50d68c8ad698f
253,Scaffold: Pre-Use Inspection,,Complete the inspection form before the use of Scaffold as per SP 21 a. ,,Pre-use,,Complete,"Complete the inspection form before the use of Scaffold as per SP 21 a. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/scaffold-inspection-checklist.pdf",,,,,,,,,,,6569112d132e44a8831654647b9bbadc
254,Eye and Face Personal Protection,,Insure eye and face personal protection equipment are fit for use as per SP 04.,,Pre-use,,Test,"Insure eye and face personal protection equipment are fit for use as per SP 04.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/eye-face-protection.pdf",,,,,,,,,,,cda0623ecbae4d718172be2ab96cc30e
255,Fall Protection Equipment: Inspection ,,Refer to SP 24 for the safe use of the fall protection equipment and complete the inspection sheet. ,,,,,"Refer to the SP 24 for the safe use of the fall protection equipment. 

Go to “Inside Toronto” website and search for SP 24 & 24a. ",,,,,,,,,,,f0b2a4283ab74aa1936e62d88a69e96e
256,,,,,,,,,,,,,,,,,,,c8e8d387488246b5988c76774c044bd3
257,Self-contained Emergency Wash Weekly Activity,,,1.0,Week,,Inspect,"* visually inspect the equipment to determine if flushing liquid needs to be changed or supplemented (the inspection should be done according to manufacturer’s instructions)
* if manufacturer’s instruction cannot be found at the site of the equipment or anywhere else reasonably accessible, initiate follow-up work request to replace the instruction.",PT,0.1,No,product maintenance instruction,,,,,,,4d98a647c54743349467fc4d7eedb223
258,Plumbed Emergency Wash Weekly Activity,,,1.0,Week,,Inspect,"* activate the emergency wash equipment, and sustain the flow for long enough to ensure the portion of stagnant water sitting in the equipment itself (the “dead leg”) is drained. ",PT,0.1,No,,,,,,,,2aca09adeff84ed48b379c1420cddf7d
259,,,,,,,,,,,,,,,,,,,de20f8f0b7db402bb03f0b9aa372ec07
260,,,,,,,,,,,,,,,,,,,15d10c03710a4604b1e75277956e4f41
261,,,,,,,,,,,,,,,,,,,28b7cf1fb5e846a582ddf8471da18ef7
262,Annual Personal Wash Maintenance,,,1.0,Year,,Check,"* Maintain in accordance with manufacturer's instructions.
* if manufacturer’s instruction cannot be found at the site of the equipment or anywhere else reasonably accessible, initiate follow-up work request to replace the instruction.",Decision of FMT,,No,Product Maintenance Instruction,,,,,,,7d785cfeef19400c8467e2fba21ead44
263,Plumbed Emergency Wash Annual Test,,,1.0,Month,,Check,"* With the unit correctly connected to the flushing fluid source and the valve(s) closed, visually check the piping connections for leaks.
* Open the valve to the full open position. The valve shall remain open without requiring further use of the operator's hands.
* If the unit is or has an emergency shower,
* * with the valve in the fully opened position, measure the diameter of the spray pattern. It shall be a minimum of 50.8 cm (20 in.) at 152.4 cm (60 in.) above the standing surface. The flushing fluid shall be substantially dispersed throughout the pattern.
* If the unit is or has an eye/face wash,
* * using the flowmeter or other means, such as an eyewash test kit, determine that the rate of flow is at least 11.4 liters per minute (3.0 gpm)
* If the unit is or has an eyewash,
* * using the flowmeter or other means, such as an eyewash test kit, determine that the rate of flow is at least 1.5 liters per minute (0.4 gpm).
* Using a temperature gauge or other means, determine that the flushing liquid is tepid.",Decision of FMT,1.0,No,"Eyewash and Shower Test Kit, Liquid temperature thermometer ",,,,,,,fecf211200054d6c834be1ce7e28fc2f
264,Sample: EL-1,,elevator door inspection,,,depends on category,Inspect,lorem Ipsum…,,,,,,,,https://www.notion.so/Sample-EL-1-1-8e836e02a5a84c0ba0cd1a448497a235,,,a43c47065c2344a8bd38237c673258fa
265,Sample: EL-1-1,,<append>for Category 1</append>,6.0,Month,,,,,,,,,,,,https://www.notion.so/Sample-EL-1-a43c47065c2344a8bd38237c673258fa,a43c47065c2344a8bd38237c673258fa,8e836e02a5a84c0ba0cd1a448497a235
