ID,Activity Name (TO CHANGE TO ACTIVITY CODE),Failure Mode,Activity Description,Freq Numeral,Freq Literal,Note on Trigger Condition,Activity Type,Activity Procedure Recommended Action,Trade,Wrench Time (H),Asset Offline?,Resources,Applies to Class,Applies to Product-Line,📊 Satisfies (Requirement),Comments,More General Activity Parent,More Specific Activity Child
activity_226,Generator: Annual,,"Perform the annual inspection of the generator as per CSA C282-15, Section.",1,Year,,Inspect,"1. Complete all items specified in CSA C282:19 Tables 2 to 4. For the load test (item 2. (c) in Table 3) increase the
minimum load to 40% of the rated load for 60 minutes.
2. Control panel (see Clause B.29):
a) Open all inspection covers and inspect all electrical connections.
b) Test breakers for proper operation.
c) Clean insulators and bushings.
d) Test voltage regulator for proper operation.
e) Operate all moving parts to ensure that they move freely.
f) Clean and dress contacts as necessary.
g) Remove all dust.
h) Check gauge calibration.
i) For off-site fueled generators, turn position-indicating gas valve to off-position to ensure valve rotates properly
and that the audible alarm on generator control panel is activated.
3. Engine:
a) Change engine lubrication oil and filters.
b) Test strength of coolant and chemical protection level of coolant inhibitors.
c) Change fuel filters, clean strainer(s), and verify that the fuel supply valve is open.
d) Inspect the exhaust system. Check and record the back pressure of the exhaust system to ensure that it
complies with the engine manufacturer’s requirements, and compare with previous readings.
e) Clean and lubricate linkages.
f) Inspect air filters.
g) Inspect all mechanical connections.
h) Inspect all electrical connections.
i) Inspect all external surfaces of heat exchanger(s) and clean as necessary.
j) Inspect all belts and hoses and replace if necessary.
k) Test and inspect ignition system(s). Replace any defective components.
l) Inspect coolant pump(s) for leaks and external wear [if belt driven, remove the belt(s) first].
4. Diesel fuel storage tank(s):
The fuel oil in any storage tank (and auxiliary supply tank, if used) shall be tested in accordance with Clause 11.5.5,
and if the fuel oil fails the test, it shall be:
a) drained and refilled with fresh fuel in accordance with Article 6.5.1.5 of the National Fire Code of Canada; or
b) full filtered to remove water, scale, bacteria, and oxidized gums/resins in order to minimize filter clogging and
ensure diesel start-up (see Clause B.30 for commentary).
Note: The bottom(s) of the tank(s) shall be also tested chemically for water. When the fuel is filtered, it shall be
treated with a suitable conditioner and stabilizer to minimize degradation while in storage.
5. Generator:
a) Test surge suppressor and rotating rectifier on brushless machines.
b) Grease bearings (replace old grease with new) (if applicable).
c) Clean commutator and slip rings (if applicable).
d) Clean rotor and stator windings using clean compressed air.
e) Inspect coupling bolts and alignment.
f) Inspect conduits for tightness.
g) Inspect windings at rotor and stator slots.
h) Inspect all electrical connections.
6. Overcurrent protective devices:
a) Electrically isolate all overcurrent protective devices.
b) Remove all dust.
c) Test devices for proper operation.
7. Transfer switches:
a) Isolate transfer switch, open all inspection covers, and inspect all electrical connections.
b) Operate all moving parts to ensure that they move freely.
c) Clean and dress contacts as required.
d) Remove all dust.
e) Clean and lubricate linkages.
8. Infrared thermal imaging:
Perform infrared thermal imaging of the normal power supply (preferred) side of each transfer switch. Ensure
that the normal power supply side of each transfer switch has been loaded to at least 40% of the circuit rating
of the normal power supply feeder for at least 60 min and that the load does not drop below 40% during the
imaging. Scan all electrical connections, contacts, and energized components.
At the end of the 60 min load test (Item 2 c), Table 3), with the emergency power supply system (all
components) still operating under at least 40% load, perform infrared thermal imaging of all components from
the point where the load bank cables will be connected (for the 2 h full load test), through to and including the
load side of each transfer switch. Scan all electrical connections, contacts, circuit breakers, and energized
components.
After at least 60 min of the emergency generator full load test (see Clause 11.3), with the emergency generator
still operating under full load, conduct infrared thermal imaging of all components from the load terminals of
each alternator through to the connection point for the load bank cables. Scan all electrical connections,
contacts, circuit breakers, and energized components.
Correct any components or connections that displayed unacceptably high temperatures or unacceptable
differences in temperature between phases, during the tests in Items a), b), and c) above.
Repeat the infrared thermal imaging for any components and connections that were serviced, repaired, or
replaced following the scans performed in Items a), b), or c) above.
9. Lubricate door locks and hinges (if necessary), especially those of outdoor enclosures.
10. Conduct a 2 h full load test (see Clause 11.3).
11. As needed, review and provide instruction on the technical requirements specified in Tables 2 to 4 with the
person(s) responsible for carrying out the work.
12. Correct all defects found during inspections and tests.
13. Record all inspections, tests, and corrective actions in the log (see Clause 11.5.3).",,,,,,,https://www.notion.so/CSA-C282-15-Section-9fbb62aee57d4501a7cb24cbcddfd71b,,,
activity_227,Generator: Fuel Storage Tank,," Liquid fuel storage tanks shall be drained and refilled with fresh fuel as per National Fire Code of Canada 2015, Section: 6.5.1.5",1,Year,,Change,"6.5.1.5. Supply of Fresh Fuel
1) Liquid fuel storage tanks shall be drained and refilled with fresh fuel at intervals
not greater than 12 months. (See Note A-6.5.1.5.(1).)",,,,,,,https://www.notion.so/National-Fire-Code-of-Canada-2015-Section-6-5-1-5-01ba5fd9e81f46c78363d59604064d7f,,,
activity_228,Generator: Fuel Storage Tank Test Program,,"Perform the activity by following National Fire Code of Canada 2015, Section: A-6.5.1.5.(1) requirements. ",1,Year,,Test," Achieve National Fire Code of Canada 2015, Section: 6.5.1.5 requirement by following A-6.5.1.5.(1).)",,,,,,,https://www.notion.so/National-Fire-Code-of-Canada-2015-Section-A-6-5-1-5-1-228306cc8f48494c915041e62a4479fb,,,
activity_229,Web Sling: Inspection,,Perform inspection of the web sling as per ASME B30.10 and ASME B30.26.,,Metered Run-Hour,,Inspect,Perform inspection of the web sling as per ASME B30.10 and ASME B30.26.,,,,,,,"https://www.notion.so/ASME-B30-10-Section-69f40561c3fc43628e146cb6e02c786c, https://www.notion.so/ASME-B30-26-Section-e312fa1e5c334fb18975a1c3c2d8f608",,,
activity_230,TSSA Regulated Pressure Vessel: Quick Opening,,"Inspect pressure vessels fitted with a quick-opening door and de-aerators as per Ontario Regulation 220/01 Code Adoption Document, Section: 5.2.Table 1.E",1,Year,,Inspect,"Inspect pressure vessels fitted with a quick-opening door and de-aerators annually as per Ontario Regulation 220/01 Code Adoption Document, Section: 5.2.Table 1.E",,,,,,,https://www.notion.so/Ontario-Regulation-220-01-Code-Adoption-Document-Section-5-2-Table-1-E-d84e3923fd1545839b0c9a39fb42eb3b,,,
activity_231,TSSA Regulated Pressure Vessel: Low Pressure Boiler,,"Inspect low pressure boilers (internally and externally) as per Ontario Regulation 220/01 Code Adoption Document, Section: 5.2.Table 1.C ",2,Year,,Inspect,"Inspect low pressure boilers (internally and externally) every 2 years as per Ontario Regulation 220/01 Code Adoption Document, Section: 5.2.Table 1.C ",,,,,,,https://www.notion.so/Ontario-Regulation-220-01-Code-Adoption-Document-Section-5-2-Table-1-C-42d055c484db4ff78ade3749c612e922,,,
activity_232,TSSA Regulated Pressure Vessel: Cushion Tanks & Hydropneumatics Tanks,,"Inspect cushion tanks and hydropneumatic tanks as per Ontario Regulation 220/01 Code Adoption  Document, Section: 5.2.Table 1.D",3,Year,,Inspect,"Inspect cushion tanks and hydropneumatic tanks as per Ontario Regulation 220/01 Code Adoption  Document, Section: 5.2.Table 1.D",,,,,,,"https://www.notion.so/Ontario-Regulation-220-01-Code-Adoption-Document-Section-5-2-Table-1-D-dc2e7db00d5b4bdb8b274a1e8c0a78a0, https://www.notion.so/Ontario-Regulation-220-01-Code-Adoption-Document-Section-5-2-Table-1-D-fcedbc58c4c84395ae4fbc4579a0da73",,,
activity_233,Power Boiler: Post Inspection Report,,"Generate and deliver inspection report as per Ontario Regulation 220/01 Code Adoption   Document, Section: 4.2",,Post-inspection,,Inspect,"4.2. An inspection report, which permits the operation of a boiler or pressure vessel for a limited time, until such time as the Certificate of Inspection is issued, shall be issued by a Technical Standards and Safety Authority Inspector, on behalf of the Director, after a first or installation inspection has been passed.",,,,,,,,,,
activity_234,Backflow Preventer: Report,,"Generate the inspection report as per CSA B64.10-17, Section: 4.3.1.",,As Per Activity,,Generate,The results shall be reported on the form appropriate for the types of backflow preventer and procedure. ,,,,,,,https://www.notion.so/CSA-B64-10-17-Section-4-3-1-1270dea63c5e4bc28eaf04ecea7614c5,,,
activity_235,Backflow Preventer: Inspection,,"Inspect the backflow preventer as per AWWA Backflow Prevention and Cross-Connection Control, Section: ",,,,Inspect,Refer to the AWWA Backflow Prevention and Cross-Connection Control for details,,,,,,,https://www.notion.so/AWWA-Backflow-Prevention-and-Cross-Connection-Control-Section-63e0f04e11024c6e906563b47e4ad29f,,,
activity_236,Backflow Preventer: Field Test,,"Perform the field test of the backflow preventer as per CSA B64.10-17, Section: 8",,As Per Usage,,Inspect,"8 Field test requirements and pass/fail criteria
Notes:
1) Recommended field test procedures are provided in Annex A.
2) For the purposes of this Clause, the term ""stabilized"" means that the gouge reading can be fluctuating but not descending.
8.1 PVB devices
8.1.1 General 
To be recorded as ""passed"", a PVB device shall comply with the requirements of Clauses 8.1.2, 8.1.3, and 8.1.4. If ""failed"" is recorded in one or more of these tests, the PVB device shall be recorded as ""failed"". The test results shall be recorded as specified in Clause 4.3.1 (see Table 1).
8.1.2 Air inlet valve
8.1.2.1 Requirements
The air inlet valve shall begin to open when the internal pressure in the PVB device is at least 6.9 kPa higher than atmospheric pressure and shall be fully open when the water drains from the PVB device.
8.1.2.2
Pass/fail criteria if the air inlet valve begins to open when the internal pressure in the PVB device is at least 6.9 kPa higher than atmospheric pressure and is fully open when the water drains from the PVB device, the test shall be recorded as ""opened/passed"".
if one or both requirements are not met, the test shall be recorded as ""failed to open/failed"".
8.1.3 Check valve
8.1.3.1 Requirements The check valve shall close tight for a minimum period of 2 min or until the gauge reading stabilizes, in the direction of flow, when the inlet pressure is at least 6.9 kPa higher than the outlet pressure.
8.1.3.2 Pass/fail criteria If the check valve closes tight for a minimum period of 2 min or until the gauge reading stabilizes, in the direction of flow, when the inlet pressure is at least 6.9 kPa higher than the outlet pressure, the test shall be recorded as ""closed tight/passed"".
if the check valve does not close tight for a minimum period of 2 min or until the gauge reading stabilizes, the test shall be recorded as ""leaked/failed"".
8.1.4 Static line pressure
8.1.4.1 Requirements The static inlet line pressure shall be measured at the time of the test and recorded on the test report form.
8.1.4.2 Pass/fail criteria if the static inlet line pressure at the time of testing is a) recorded on the test report form, the test shall be recorded as ""passed""; and b) not recorded on the test report form, the test shall be recorded as ""failed"".

",,,,,,,https://www.notion.so/CSA-B64-10-17-Section-8-3f53efe451bc4a82bcd474ccf8fce72e,,,
activity_237,Gaseous Fuel Handling,,"Perform maintenance of an appliance, equipment, a work or any other thing employed in the handling or use of gas as per Ontario Regulation 212/01, Section: 15",,As Per Usage,,Inspect,"O.Reg 212
Duty to maintain safe operating condition
15. An owner or user of an appliance, equipment, a work or any other thing employed in the handling or use of gas shall ensure that the appliance, equipment, work or thing employed in the handling or use of gas is maintained in a safe operating condition. O. Reg. 212/01, s. 15",,,,,,,https://www.notion.so/Ontario-Regulation-212-01-Section-15-be20f451dbc64a83b3ec256b0e18c9f1,,,
activity_238,Gaseous Fuel Handling Valve: Inspection Frequency,,"Gaseous fuel handling valve should be inspected as perCSA B149.6-20, Section: 13.1.2.",,,,,"Gaseous fuel handling valve should be inspected as perCSA B149.6-20, Section: 13.1.2.",,,,,,,https://www.notion.so/CSA-B149-6-20-Section-13-1-2-fab2ca10940041ed8381640d749afb92,,,
activity_239,Pressure/Vacuum Relief Valve,,"Perform the inspection of pressure/vacuum relief valve as per CSA B149.6-20, Section: 13.7",,As Per Activity,,,"13.7 Pressure/vacuum-relief valve protective housing maintenance
Regularly scheduled inspections shall be made of each housing containing pressure-limiting equipment or relief devices to determine whether the housing is in good physical condition and adequately vented. The condition of the housing access openings shall be examined to ensure that they do not present a safety hazard.",,,,,,,https://www.notion.so/CSA-B149-6-20-Section-13-7-196deb6a9c3b46e1a018106934157391,,,
activity_240,Automated External Defibrillator (AED),,Perform the inspection of Automated External Defibrillator (AED) as per ,,Pre First Use,,Inspect,"AED Cabinet Monthly Inspection
- Verify responder kit and AED are in good working order by using attached checklist
- Record checklist items at: https://toronto.trackmyaed.ca/
- After record is entered, close work order
- Report all missing and/or damaged equipment to 416-392-3491


For AED inspect the below:
1) Cabinet alarm sounds when door opened/activated
2) AED readiness indicator displayed
→ ZOLL AED Plus – Green check mark
→ PHILIPS - Flashing green light with no audible chirp
→ MEDTRONIC -”OK” with no service/maintenance icon present
3) Electrodes within expiration date and installed in AED
4) Spare electrodes (within expiration date) in AED carrying case
5) AED responder kit attached to AED
B. Responder kit includes:
1) Pocket face mask or shield (1)
2) Disposable gloves (2 pairs)
3) Rake razor (1)
4) Small garbage bag (1)
5) Scissors (1)
6) Towel (1)
7) Hand Cleaner (1)
8) Security seal for responder kit (optional)",,,,,,,https://www.notion.so/Government-of-Canada-Drugs-and-Medical-Devices-Monthly-Inspection-cc58c3b7f87141e1bfba92acdd49c687,,,
activity_241,Man Lift: Annual Inspection,,"Perform the inspection of the man lift as per CSA B354.1-04, Section: 5.3.4.",1,Year,,Inspect,"Annual inspection shall be performed by a qualified person. Items to be inspected shall include, but not limited to, the following:
(a) outrigger and outrigger housing (boxes), including the condition and torque of the ring gear bolts;
(b) platform rotating, elevating, and levelling mechanisms;
(c) main turret rotating mechanism, including the condition and torgue of the ring geat bolts;
(d) brakes
(e) all tie down points
(f) boom section, pins, cylder rod ends, and levelling devices;
(g) switches for wiring and all electrical connections;
(h) manufacturer's outstanding safety bulletins;
(i) other items as specified by the manufacturer",,,,,,,https://www.notion.so/CSA-B354-1-04-Section-5-3-4-d09916b65fac4f1186b54e4ef5b54036,,,
activity_242,Man Lift: 200 Hr Inspection,,"Perform the inspection of the man lift as per CSA B354.1-04, Section: 5.3.3",200,Metered Cycle,,Inspect,"5.3.3 Periodic inspection This inspection shall be performed after 200 h of use or after a period recommended by the manufacturer, whichever comes first. The interval between inspections may vary depending on the aerial platform's activity, severity of use, and the working environment. Periodic inspections shall be performed by a qualified person. This inspection shall include the requirements of Clause 5.3.2 and items that shall include, but not be limited to, the following: 
(a) loose bolts, nuts, and pins;
(b) hydraulic oil filter for cracks and leaks, metal chips or pieces on the filter that may denote failure in the pumps, motors, or cylinder, evidence of rubber particles on the filter element that may indicate deterioration of hose, 0-ring, or other rubber components;
(c) fuel filter for function;
(d) fan belts for adjustment and excessive wear;
(e) hydraulic hoses for cracks, leaks, and blistering, and evidence of excessive abrasion on all flexible and rigid hoses; (
f) hydraulic pumps and motors for cracks or leaks, leaks at joints, seal leaks, loss of operating speed, excessive heating of fluid, and loss of pressure;
(g) hydraulic cylinders for drifting caused by fluid leak across the holding valve or the piston, rod seal leakage, scored and nicked cylinder rods, dented barrel, and unusual noises or vibration;
(h) all control mechanisms for wear and response time;
(i) interlocks, slope warning system, and limit switches;
(j) all chain and cable mechanisms for adjustment ",,,,,,,https://www.notion.so/CSA-B354-1-04-Section-5-3-3-378a4f76312a40a28afe54f93e48e5d9,,,
activity_243,Personal Gas Meter: Bump test,,Perform the bump test as per the manufacturer guidelines. ,,Pre-use,,Test,Perform the bump test as per the guidelines in the manufacturer. ,,,,,,,https://www.notion.so/Section-Personal-Gas-Meter-51c5a213c2084718bf72e534dd0c467f,,,
activity_244,First Aid Station,,"Perform the inspection of the first aid station as per Ontario Regulation 1101/90, Section: 1.6 ",3,Month,,,"1.6.
Employers shall inspect first aid boxes and their contents at not less than quarter-yearly intervals and shall mark the inspection card for each box with the date of the most recent inspection and the signature of the person making the inspection.  R.R.O. 1990, Reg. 1101, s. 6.",,,,,,,https://www.notion.so/Ontario-Regulation-1101-90-Section-1-6-89973628b42748b7b057a3ddb73a22e1,,,
activity_245,Confined Space,,Perform safety steps when working in or around confined spaces as per SP 09. ,,Pre-use,,,"Perform safety steps when working in or around confined spaces as per SP09. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space.pdf
",,,,,,,,,,
activity_246,Confined Space: Entry Permit Form,,Complete the confined space entry permit form SP 09a. ,,Pre-use,,,"Complete the confined space entry permit form SP09a. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-entry-permit.pdf",,,,,,,,,,
activity_247,Confined Space: Space Entry Control & Rescue Plan,,Ensure that the space entry control & rescue plan is developed as per SP 09b. ,,Pre-use,,,"Ensure that the space entry control & rescue plan is developed as per SP09b. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-rescue-plan.pdf",,,,,,,,,,
activity_248,Confined Space: Multi-Employer,,Completed the confined space multi-employer coordination form when more than one employer performs work or related work with respect to the same confined space; form SP 09c.,,Pre-use,,,"This form is required when as part of a Confined Space entry more than one employer
performs work or related work with respect to the same confined space.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/confined-space-coordination-form.pdf",,,,,,,,,,
activity_249,Confined Space: Entry Record Sheet,,Complete the confined space permit supplementary crew & atmospheric record sheet SP 09d. ,,As Per Usage,,,"A record is required for every entry and re-entry following a formal-exit. A formal-exist is when an entrant comes out of the space unless it's a minor momentary exit related to the work, <15-minutes & within <30' of the space, and an Attendant is engaged in Attendant duties. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/supplementary-crew-record-sheet.pdf",,,,,,,,,,
activity_250,Portable Gas Detection Equipment,,Perform an inspection of the personal gas meter (detector) to ensure it is in good working condition as per SP 10. ,,Pre-use,,,"Perform an inspection of the personal gas meter (detector) to ensure it is in good working condition as per SP 10. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/gas-detection-equipment.pdf",,,,,,,,,,
activity_251,Portable Gas Detection Equipment: Test Record,,Complete the form when gas monitoring is performed but a Confined Space Permit is not required.,,Pre-use,,,"Complete the form when gas monitoring is performed but a Confined Space Permit is not required. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/atmospheric-test-record.pdf",,,,,,,,,,
activity_252,Fire Extinguisher Use & Inspection,,Refer to SP 29 to perform inspection of the portable fire extinguisher and for guidelines on type & use of the portable fire extinguishers. ,,Pre-use,,,"Refer to SP 29 to perform inspection of the portable fire extinguisher and for guidelines on type & use of the portable fire extinguishers. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/fire-extinguisher-use-inspection-procedure.pdf",,,,,,,,,,
activity_253,Rigging & Lifting Device,,Check for the minimum requirements for the safe operation of the rigging and lifting device in an industrial establishment as per SP 20.,,Pre-use,,Check,"Check for the minimum requirements for the safe operation of the rigging and lifting device in an industrial establishment as per SP 20.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/rigging-lifting-devices.pdf",,,,,,,,,,
activity_254,Scaffold: Pre-Use Inspection,,Complete the inspection form before the use of Scaffold as per SP 21 a. ,,Pre-use,,Complete,"Complete the inspection form before the use of Scaffold as per SP 21 a. 

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/scaffold-inspection-checklist.pdf",,,,,,,,,,
activity_255,Eye and Face Personal Protection,,Insure eye and face personal protection equipment are fit for use as per SP 04.,,Pre-use,,Test,"Insure eye and face personal protection equipment are fit for use as per SP 04.

http://insideto.toronto.ca/clusterb/hr/hns/files/safety-procedures/eye-face-protection.pdf",,,,,,,,,,
activity_256,Fall Protection Equipment: Inspection ,,Refer to SP 24 for the safe use of the fall protection equipment and complete the inspection sheet. ,,,,,"Refer to the SP 24 for the safe use of the fall protection equipment. 

Go to “Inside Toronto” website and search for SP 24 & 24a. ",,,,,,,"https://www.notion.so/CSA-Z259-17-16-Section-12-3-14d6f815a6cd460ea846f777636288d0, https://www.notion.so/CSA-Z259-17-16-Section-12-7-0907b7f59e3e4ccaa1dff3b06c237ccf",,,
activity_257,,,,,,,,,,,,,,,,,,
activity_258,Self-contained Emergency Wash Weekly Activity,,,1,Week,,Inspect,"* visually inspect the equipment to determine if flushing liquid needs to be changed or supplemented (the inspection should be done according to manufacturer’s instructions)
* if manufacturer’s instruction cannot be found at the site of the equipment or anywhere else reasonably accessible, initiate follow-up work request to replace the instruction.",PT,0.1,No,product maintenance instruction,,,https://www.notion.so/ANSI-Z358-1-2014-on-weekly-inspection-of-self-contained-emergency-wash-equipment-77451d7bcf5f408381776a02d9f7102b,,,
activity_259,Plumbed Emergency Wash Weekly Activity,,,1,Week,,Inspect,"* activate the emergency wash equipment, and sustain the flow for long enough to ensure the portion of stagnant water sitting in the equipment itself (the “dead leg”) is drained. ",PT,0.1,No,,,,https://www.notion.so/ANSI-Z358-1-2014-on-weekly-inspection-of-plumbed-emergency-wash-equipment-62c03bbbbbd048e6aef8f4ee101b8a00,,,
activity_260,,,,,,,,,,,,,,,,,,
activity_261,,,,,,,,,,,,,,,,,,
activity_262,,,,,,,,,,,,,,,,,,
activity_263,Annual Personal Wash Maintenance,,,1,Year,,Check,"* Maintain in accordance with manufacturer's instructions.
* if manufacturer’s instruction cannot be found at the site of the equipment or anywhere else reasonably accessible, initiate follow-up work request to replace the instruction.",Decision of FMT,,No,Product Maintenance Instruction,,,https://www.notion.so/ANSI-Z358-1-2014-on-Annual-Personal-Wash-Maintenance-efb1f6fa36034dc7b91170f6fb1fafec,,,
activity_264,Plumbed Emergency Wash Annual Test,,,1,Month,,Check,"* With the unit correctly connected to the flushing fluid source and the valve(s) closed, visually check the piping connections for leaks.
* Open the valve to the full open position. The valve shall remain open without requiring further use of the operator's hands.
* If the unit is or has an emergency shower,
* * with the valve in the fully opened position, measure the diameter of the spray pattern. It shall be a minimum of 50.8 cm (20 in.) at 152.4 cm (60 in.) above the standing surface. The flushing fluid shall be substantially dispersed throughout the pattern.
* If the unit is or has an eye/face wash,
* * using the flowmeter or other means, such as an eyewash test kit, determine that the rate of flow is at least 11.4 liters per minute (3.0 gpm)
* If the unit is or has an eyewash,
* * using the flowmeter or other means, such as an eyewash test kit, determine that the rate of flow is at least 1.5 liters per minute (0.4 gpm).
* Using a temperature gauge or other means, determine that the flushing liquid is tepid.",Decision of FMT,1,No,"Eyewash and Shower Test Kit, Liquid temperature thermometer ",,,https://www.notion.so/ANSI-Z358-1-2014-on-Plumbed-Emergency-Wash-Annual-Test-3acee35a8e9849c8aaa13fc4ef55bd18,,,
activity_265,Sample: EL-1,,elevator door inspection,,,depends on category,Inspect,lorem Ipsum…,,,,,,,,,,https://www.notion.so/Sample-EL-1-1-8e836e02a5a84c0ba0cd1a448497a235
activity_266,Sample: EL-1-1,,<append>for Category 1</append>,6,Month,,,,,,,,,,,,https://www.notion.so/Sample-EL-1-a43c47065c2344a8bd38237c673258fa,
